titulo,localizacion,precio,baños,habitabiones,metros_construidos,estrato,parqueadero,gas_natural,conina_integral,cuarto_servicio,balcon,patio,seguridad_privada,jardin,closet,cocina_amoblada,aire_acondicionado,vista_panoramica,piscina,bodega,area_infantil,jacuzzi,gimnacio,bbq,agua,electricidad,cuarto_de_oficina,alarma,cancha_tenis,terraza,internet,tanque_de_de_agua,permite_ninos,solo_familias,sauna,estudio,conserje,caseta_vigilancia
Casa en venta en Ciudadela 11 de Noviembre,Ciudadela 11 de Noviembre,415000000,3.0,4.0,154.0,3.0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0
Casa en venta en Providencia,Providencia,550000000,4.0,4.0,186.0,4.0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,380000000,3.0,3.0,132.0,4.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,397000000,3.0,5.0,300.0,3.0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Camaguey,Camaguey,300000000,2.0,5.0,150.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,780000000,5.0,5.0,225.0,4.0,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Las Delicias,Las Delicias,480000000,2.0,4.0,131.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,700000000,5.0,5.0,500.0,4.0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Canapote,Canapote,450000000,2.0,5.0,200.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en San Fernando,San Fernando,400000000,4.0,7.0,250.0,3.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Monica,Santa Monica,500000000,5.0,8.0,256.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Martínez Mátelo,Martínez Mátelo,850000000,3.0,4.0,300.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en 13 de Junio,13 de Junio,1250000000,2.0,2.0,360.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alpes,Alpes,280000000,2.0,3.0,72.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,500000000,3.0,6.0,162.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,360000000,2.0,4.0,98.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Florida Blanca,Florida Blanca,255000000,2.0,4.0,210.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Campestre,El Campestre,230000000,2.0,5.0,160.0,2.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Gaviotas,Gaviotas,850000000,6.0,7.0,150.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,880000000,2.0,3.0,258.0,4.0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Lo Amador,Lo Amador,850000000,3.0,6.0,160.0,2.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1300000000,4.0,4.0,194.0,5.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Ternera,Ternera,830000000,2.0,3.0,280.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alto Bosque,Alto Bosque,263500000,2.0,3.0,94.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Alpes,Los Alpes,330000000,3.0,4.0,145.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alameda a Vistoria,Alameda a Vistoria,630000000,4.0,5.0,414.0,3.0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Torices,Torices,900000000,8.0,13.0,430.0,3.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,780000000,5.0,5.0,176.0,5.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Amberes,Amberes,550000000,2.0,4.0,140.0,3.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Gallo,El Gallo,620000000,4.0,3.0,220.0,5.0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,690000000,2.0,3.0,193.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Escalón Villa,Escalón Villa,650000000,2.0,5.0,325.0,3.0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Campestre,El Campestre,300000000,3.0,4.0,240.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en La Quinta,La Quinta,1200000000,5.0,5.0,3000.0,3.0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Corrales,Los Corrales,345000000,3.0,3.0,94.0,3.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0
Casa en venta en Lo Amador,Lo Amador,370000000,2.0,4.0,92.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Urbanización Los Corales,Urbanización Los Corales,400000000,3.0,4.0,170.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Clara,Santa Clara,260000000,3.0,3.0,150.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Ternera,Ternera,370000000,3.0,3.0,120.0,4.0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en La Matuna,La Matuna,1300000000,3.0,3.0,217.0,5.0,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Blas de Lezo,Blas de Lezo,330000000,4.0,6.0,218.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,1200000000,5.0,4.0,307.0,3.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Rita,Santa Rita,500000000,4.0,6.0,190.0,3.0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Caracoles,Los Caracoles,285000000,2.0,3.0,145.0,2.0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Country,El Country,380000000,2.0,3.0,101.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,700000000,4.0,4.0,300.0,5.0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Martínez Mátelo,Martínez Mátelo,830000000,5.0,8.0,415.0,4.0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en San Pedro,San Pedro,1600000000,6.0,6.0,350.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Socorro,El Socorro,330000000,3.0,5.0,170.0,3.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1500000000,5.0,5.0,325.0,5.0,1,0,1,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Casa en venta en Urbanización Anita,Urbanización Anita,400000000,3.0,4.0,150.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,880000000,3.0,7.0,576.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1500000000,2.0,6.0,480.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,600000000,3.0,3.0,102.0,4.0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Country,El Country,350000000,2.0,3.0,124.0,3.0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Campestre,El Campestre,1200000000,7.0,6.0,728.0,3.0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Urbanizacion Barlovento,Urbanizacion Barlovento,250000000,2.0,3.0,160.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,880000000,3.0,7.0,350.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,250000000,2.0,3.0,98.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Castillo Grande,Castillo Grande,1650000000,3.0,3.0,340.0,6.0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Rita,Santa Rita,430000000,2.0,3.0,92.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Bocagrande,Bocagrande,800000000,2.0,3.0,455.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,428000000,3.0,3.0,200.0,4.0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Socorro,El Socorro,320000000,3.0,4.0,140.0,3.0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Socorro,El Socorro,290000000,2.0,5.0,118.0,3.0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,920000000,2.0,5.0,324.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,460000000,2.0,3.0,290.0,3.0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,950000000,3.0,3.0,435.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1500000000,3.0,8.0,495.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Urbanizacion La Troncal,Urbanizacion La Troncal,380000000,2.0,3.0,165.0,4.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,800000000,3.0,3.0,250.0,5.0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,900000000,3.0,4.0,240.0,4.0,1,0,1,0,0,1,1,2,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Casa en venta en Las Gaviotas,Las Gaviotas,580000000,2.0,3.0,217.0,3.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Providencia,Providencia,300000000,2.0,3.0,83.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Pozo,El Pozo,799000000,5.0,4.0,350.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Corrales,Los Corrales,300000000,2.0,3.0,140.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Ternera,Ternera,380000000,3.0,3.0,128.0,3.0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Rita,Santa Rita,335000000,3.0,3.0,120.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Beirut 1,Beirut 1,370000000,3.0,3.0,109.0,4.0,1,1,1,0,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,650000000,3.0,3.0,136.0,5.0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,600000000,3.0,3.0,170.0,4.0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Campestre,El Campestre,290000000,3.0,3.0,144.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Lucía,Santa Lucía,700000000,5.0,4.0,108.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,380000000,3.0,3.0,120.0,4.0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Amberes,Amberes,790000000,4.0,4.0,450.0,3.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Country,El Country,670000000,4.0,6.0,330.0,4.0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,590000000,2.0,3.0,137.0,5.0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en La Princesa,La Princesa,210000000,2.0,3.0,78.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,500000000,3.0,3.0,131.0,4.0,1,1,1,1,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Rita,Santa Rita,550000000,3.0,4.0,165.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Blas de Lezo,Blas de Lezo,355000000,5.0,6.0,228.0,3.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Calamares,Calamares,270000000,2.0,3.0,98.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Zaragocilla,Zaragocilla,400000000,2.0,3.0,300.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Torices,Torices,350000000,2.0,3.0,142.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alto Bosque,Alto Bosque,1300000000,8.0,9.0,469.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,780000000,3.0,3.0,220.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alameda a Vistoria,Alameda a Vistoria,260000000,4.0,4.0,220.0,4.0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Corrales,Los Corrales,430000000,6.0,7.0,162.0,4.0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Ternera,Ternera,530000000,3.0,4.0,185.0,4.0,1,1,1,1,1,1,1,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Santa Rita,Santa Rita,650000000,7.0,8.0,253.0,3.0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en San Fernando,San Fernando,230000000,2.0,2.0,90.0,3.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Castillo Grande,Castillo Grande,1650000000,3.0,3.0,340.0,6.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,750000000,2.0,4.0,150.0,5.0,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,360000000,3.0,3.0,137.0,4.0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Las Gaviotas,Las Gaviotas,480000000,4.0,4.0,180.0,2.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Villa Rubia,Villa Rubia,280000000,4.0,4.0,129.0,4.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Caracoles,Los Caracoles,300000000,4.0,7.0,162.0,3.0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Casa en venta en San Fernando,San Fernando,315000000,2.0,3.0,120.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Alameda a Vistoria,Alameda a Vistoria,350000000,3.0,3.0,140.0,4.0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Recreo,El Recreo,400000000,3.0,3.0,140.0,4.0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Caracoles,Los Caracoles,200000000,2.0,3.0,80.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Villa Estrella,Villa Estrella,230000000,2.0,3.0,48.0,2.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Alpes,Los Alpes,280000000,3.0,4.0,180.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,800000000,4.0,4.0,208.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Los Caracoles,Los Caracoles,350000000,4.0,7.0,260.0,3.0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en El Bosque,El Bosque,340000000,2.0,3.0,156.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Torices,Torices,560000000,4.0,6.0,190.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1150000000,6.0,10.0,240.0,5.0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Florida Blanca,Florida Blanca,250000000,2.0,3.0,180.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Pie de Popa,Pie de Popa,700000000,3.0,4.0,205.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Torices,Torices,370000000,2.0,3.0,300.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Escalón Villa,Escalón Villa,300000000,2.0,6.0,300.0,2.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en San Pedro,San Pedro,250000000,2.0,4.0,184.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Manga,Manga,1600000000,3.0,3.0,280.0,6.0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Casa en venta en Crespo,Crespo,850000000,6.0,7.0,250.0,4.0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Casa en venta en Bocagrande,Bocagrande,1500000000,6.0,5.0,300.0,5.0,0,1,1,1,0,0,0,2,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
